id,region,lga,ward,pump_age,extraction_type,quantity,p_non_functional,predicted_status,population_est,priority_score,action,priority_tier
57711,Tanga,Lushoto,Shume,19.0,gravity,enough,0.0701,functional,1.0,0.1,5. Aucune action,P4
955,Tanga,Lushoto,Mnazi,40.0,gravity,enough,0.1411,functional,1.0,0.1,5. Aucune action,P4
10161,Tanga,Lushoto,Shume,19.0,gravity,enough,0.0842,functional,1.0,0.1,5. Aucune action,P4
50349,Pwani,Kibaha,Visiga,22.0,mono,enough,0.1296,functional,1.0,0.1,5. Aucune action,P4
12119,Iringa,Ludewa,Mawengi,19.0,gravity,enough,0.0324,functional,2.0,0.1,5. Aucune action,P4
8155,Iringa,Iringa Rural,Mseke,29.0,gravity,enough,0.0512,functional,1.0,0.1,5. Aucune action,P4
11662,Iringa,Iringa Rural,Kihorogota,19.0,gravity,enough,0.0984,functional,1.0,0.1,5. Aucune action,P4
8668,Kilimanjaro,Moshi Rural,Mwika Kaskazini,53.0,gravity,insufficient,0.1377,functional,1.0,0.1,5. Aucune action,P4
39617,Singida,Singida Rural,Ilongero,13.0,submersible,insufficient,0.052,functional,1.0,0.1,5. Aucune action,P4
55993,Arusha,Monduli,Makuyuni,13.0,other,seasonal,0.0663,functional,1.0,0.1,5. Aucune action,P4
53654,Tanga,Mkinga,Moa,2.0,submersible,insufficient,0.064,functional,1.0,0.1,5. Aucune action,P4
12559,Iringa,Iringa Rural,Mseke,28.0,gravity,enough,0.0839,functional,1.0,0.1,5. Aucune action,P4
7924,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0727,functional,1.0,0.1,5. Aucune action,P4
62228,Iringa,Iringa Rural,Nzihi,25.0,gravity,enough,0.1262,functional,1.0,0.1,5. Aucune action,P4
71546,Kilimanjaro,Moshi Rural,Makuyuni,2.0,gravity,enough,0.1373,functional,1.0,0.1,5. Aucune action,P4
66942,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.1402,functional,1.0,0.1,5. Aucune action,P4
30297,Tanga,Lushoto,Shume,19.0,gravity,enough,0.0584,functional,1.0,0.1,5. Aucune action,P4
41168,Ruvuma,Tunduru,Mchoteka,18.0,gravity,enough,0.0583,functional,1.0,0.1,5. Aucune action,P4
22629,Ruvuma,Tunduru,Mtina,11.0,swn 80,enough,0.1457,functional,1.0,0.1,5. Aucune action,P4
50540,Iringa,Iringa Rural,Malenga Makali,21.0,gravity,seasonal,0.0659,functional,1.0,0.1,5. Aucune action,P4
26267,Kilimanjaro,Moshi Rural,Kirua Vunjo Kusini,5.0,gravity,enough,0.0047,functional,30.0,0.1,5. Aucune action,P4
40212,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0567,functional,1.0,0.1,5. Aucune action,P4
67221,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0912,functional,1.0,0.1,5. Aucune action,P4
13159,Pwani,Rufiji,Kibiti,6.0,nira/tanira,enough,0.1296,functional,1.0,0.1,5. Aucune action,P4
50639,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0756,functional,1.0,0.1,5. Aucune action,P4
57303,Iringa,Iringa Rural,Mahuninga,22.0,gravity,enough,0.0825,functional,1.0,0.1,5. Aucune action,P4
54001,Kilimanjaro,Moshi Rural,Kahe,5.0,submersible,enough,0.0019,functional,50.0,0.1,5. Aucune action,P4
70091,Iringa,Iringa Rural,Kihorogota,27.0,gravity,dry,0.1196,functional,1.0,0.1,1. Étude hydrogéologique,P4
53996,Mtwara,Tandahimba,Mdimba Mnyoma,5.0,submersible,seasonal,0.0623,functional,1.0,0.1,5. Aucune action,P4
15947,Tanga,Lushoto,Funta,36.0,gravity,enough,0.0721,functional,1.0,0.1,5. Aucune action,P4
57512,Iringa,Ludewa,Mawengi,16.0,gravity,enough,0.0618,functional,1.0,0.1,5. Aucune action,P4
10972,Iringa,Iringa Rural,Kihorogota,19.0,gravity,enough,0.0898,functional,1.0,0.1,5. Aucune action,P4
38629,Iringa,Iringa Rural,Mahuninga,22.0,gravity,enough,0.0585,functional,1.0,0.1,5. Aucune action,P4
68591,Iringa,Iringa Rural,Izazi,1.0,gravity,enough,0.1125,functional,1.0,0.1,5. Aucune action,P4
4737,Ruvuma,Tunduru,Mtina,19.0,swn 80,enough,0.1141,functional,1.0,0.1,5. Aucune action,P4
39037,Tanga,Lushoto,Gare,4.0,gravity,enough,0.0556,functional,1.0,0.1,5. Aucune action,P4
52702,Arusha,Arusha Rural,Kiranyi,13.0,submersible,enough,0.1435,functional,1.0,0.1,5. Aucune action,P4
67148,Mtwara,Tandahimba,Nanhyanga,31.0,submersible,seasonal,0.1055,functional,1.0,0.1,5. Aucune action,P4
40982,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0529,functional,1.0,0.1,5. Aucune action,P4
44296,Morogoro,Ulanga,Mwaya,3.0,gravity,enough,0.0743,functional,1.0,0.1,5. Aucune action,P4
28997,Lindi,Lindi Rural,Chiponda,9.0,gravity,enough,0.0764,functional,1.0,0.1,5. Aucune action,P4
570,Singida,Singida Rural,Ilongero,13.0,submersible,insufficient,0.1168,functional,1.0,0.1,5. Aucune action,P4
21674,Lindi,Lindi Rural,Kiwalala,7.0,india mark ii,enough,0.0601,functional,1.0,0.1,5. Aucune action,P4
58859,Tanga,Mkinga,Manza,2.0,afridev,insufficient,0.09,functional,1.0,0.1,5. Aucune action,P4
30694,Iringa,Iringa Rural,Ifunda,7.0,gravity,enough,0.0568,functional,1.0,0.1,5. Aucune action,P4
22353,Manyara,Kiteto,Kibaya,16.0,submersible,insufficient,0.1218,functional,1.0,0.1,5. Aucune action,P4
21786,Iringa,Iringa Rural,Magulilwa,37.0,gravity,enough,0.1309,functional,1.0,0.1,5. Aucune action,P4
3605,Iringa,Njombe,Imalinyi,3.0,gravity,enough,0.004,functional,35.0,0.1,5. Aucune action,P4
3951,Tanga,Lushoto,Vuga,8.0,gravity,enough,0.1266,functional,1.0,0.1,5. Aucune action,P4
11752,Tanga,Lushoto,Funta,36.0,gravity,enough,0.0687,functional,1.0,0.1,5. Aucune action,P4
55484,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0851,functional,1.0,0.1,5. Aucune action,P4
6477,Tanga,Lushoto,Kwai,22.0,gravity,enough,0.1372,functional,1.0,0.1,5. Aucune action,P4
12106,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.088,functional,1.0,0.1,5. Aucune action,P4
27234,Tanga,Lushoto,Lushoto,17.0,gravity,enough,0.1261,functional,1.0,0.1,5. Aucune action,P4
32015,Pwani,Mafia,Kilindoni,,submersible,enough,0.0409,functional,3.0,0.1,5. Aucune action,P4
36249,Iringa,Iringa Rural,Ifunda,7.0,gravity,enough,0.0558,functional,1.0,0.1,5. Aucune action,P4
4193,Tanga,Handeni,Segera,1.0,submersible,enough,0.0561,functional,1.0,0.1,5. Aucune action,P4
69402,Dar es Salaam,Ilala,Chanika,3.0,submersible,enough,0.0014,functional,80.0,0.1,5. Aucune action,P4
364,Morogoro,Mvomero,Kanga,0.0,other - rope pump,enough,0.0534,functional,1.0,0.1,5. Aucune action,P4
54254,Tanga,Lushoto,Mnazi,40.0,gravity,enough,0.1493,functional,1.0,0.1,5. Aucune action,P4
74087,Singida,Singida Rural,Ihanja,23.0,swn 80,insufficient,0.0567,functional,1.0,0.1,5. Aucune action,P4
3374,Iringa,Kilolo,Mtitu,3.0,afridev,dry,0.124,functional,1.0,0.1,1. Étude hydrogéologique,P4
16803,Iringa,Iringa Rural,Lumuli,24.0,swn 80,enough,0.073,functional,1.0,0.1,5. Aucune action,P4
66807,Iringa,Iringa Rural,Mahuninga,22.0,gravity,enough,0.0979,functional,1.0,0.1,5. Aucune action,P4
30771,Ruvuma,Tunduru,Nandembo,21.0,gravity,enough,0.075,functional,1.0,0.1,5. Aucune action,P4
30529,Ruvuma,Tunduru,Marumba,17.0,swn 80,enough,0.135,functional,1.0,0.1,5. Aucune action,P4
73499,Pwani,Kibaha,Visiga,3.0,mono,enough,0.0505,functional,1.0,0.1,5. Aucune action,P4
33351,Pwani,Rufiji,Kibiti,1.0,nira/tanira,insufficient,0.0535,functional,1.0,0.1,5. Aucune action,P4
20094,Pwani,Kibaha,Visiga,2.0,mono,enough,0.0973,functional,1.0,0.1,5. Aucune action,P4
2832,Rukwa,Nkasi,Kipande,5.0,gravity,insufficient,0.0711,functional needs repair,1.0,0.1,5. Aucune action,P4
53389,Tanga,Mkinga,Moa,2.0,submersible,enough,0.1318,functional,1.0,0.1,5. Aucune action,P4
24337,Ruvuma,Tunduru,Nandembo,21.0,gravity,enough,0.0683,functional,1.0,0.1,5. Aucune action,P4
49680,Morogoro,Mvomero,Kanga,0.0,other - rope pump,enough,0.053,functional,1.0,0.1,5. Aucune action,P4
40915,Tanga,Mkinga,Moa,2.0,submersible,insufficient,0.1452,functional,1.0,0.1,5. Aucune action,P4
64182,Tanga,Lushoto,Tamota,3.0,gravity,enough,0.1313,functional,1.0,0.1,5. Aucune action,P4
13374,Ruvuma,Tunduru,Mchoteka,18.0,gravity,enough,0.0583,functional,1.0,0.1,5. Aucune action,P4
73219,Tanga,Lushoto,Mbaramo,3.0,gravity,enough,0.1024,functional,1.0,0.1,5. Aucune action,P4
66914,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.0941,functional,1.0,0.1,5. Aucune action,P4
21114,Singida,Singida Rural,Ilongero,13.0,submersible,insufficient,0.1168,functional,1.0,0.1,5. Aucune action,P4
5647,Tanga,Lushoto,Kwai,11.0,gravity,enough,0.1204,functional,1.0,0.1,5. Aucune action,P4
38351,Iringa,Iringa Rural,Mseke,27.0,gravity,enough,0.0761,functional,1.0,0.1,5. Aucune action,P4
55470,Iringa,Iringa Rural,Ifunda,7.0,gravity,enough,0.0558,functional,1.0,0.1,5. Aucune action,P4
66427,Iringa,Ludewa,Lugarawa,2.0,gravity,enough,0.1159,functional,1.0,0.1,5. Aucune action,P4
20769,Tanga,Lushoto,Tamota,3.0,gravity,enough,0.1193,functional,1.0,0.1,5. Aucune action,P4
60034,Tanga,Lushoto,Tamota,3.0,gravity,enough,0.1159,functional,1.0,0.1,5. Aucune action,P4
49659,Iringa,Iringa Rural,Kihorogota,27.0,gravity,enough,0.113,functional,1.0,0.1,5. Aucune action,P4
34402,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.0941,functional,1.0,0.1,5. Aucune action,P4
28023,Iringa,Iringa Rural,Ifunda,3.0,gravity,enough,0.1329,functional,1.0,0.1,5. Aucune action,P4
66649,Iringa,Iringa Rural,Ifunda,7.0,gravity,enough,0.0558,functional,1.0,0.1,5. Aucune action,P4
19727,Iringa,Iringa Rural,Mseke,28.0,gravity,enough,0.0713,functional,1.0,0.1,5. Aucune action,P4
20043,Iringa,Njombe,Imalinyi,3.0,gravity,enough,0.0021,functional,60.0,0.1,5. Aucune action,P4
71556,Pwani,Rufiji,Mkongo,1.0,nira/tanira,insufficient,0.1068,functional,1.0,0.1,5. Aucune action,P4
16753,Tanga,Lushoto,Gare,4.0,gravity,enough,0.0764,functional,1.0,0.1,5. Aucune action,P4
37983,Ruvuma,Tunduru,Marumba,17.0,swn 80,insufficient,0.1255,functional,1.0,0.1,5. Aucune action,P4
10073,Pwani,Kibaha,Soga,3.0,mono,enough,0.0681,functional,2.0,0.1,5. Aucune action,P4
44809,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0851,functional,1.0,0.1,5. Aucune action,P4
19735,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0522,functional,1.0,0.1,5. Aucune action,P4
56869,Ruvuma,Tunduru,Marumba,17.0,swn 80,insufficient,0.135,functional,1.0,0.1,5. Aucune action,P4
13816,Pwani,Kibaha,Visiga,3.0,mono,enough,0.0985,functional,1.0,0.1,5. Aucune action,P4
22221,Morogoro,Mvomero,Mvomero,2.0,submersible,enough,0.1354,functional,1.0,0.1,5. Aucune action,P4
40392,Lindi,Lindi Rural,Chiponda,9.0,gravity,enough,0.0932,functional,1.0,0.1,5. Aucune action,P4
8795,Ruvuma,Tunduru,Namwinyu,7.0,ksb,enough,0.1486,functional,1.0,0.1,5. Aucune action,P4
21148,Ruvuma,Tunduru,Nandembo,21.0,gravity,enough,0.0872,functional,1.0,0.1,5. Aucune action,P4
61606,Morogoro,Mvomero,Mvomero,2.0,submersible,enough,0.1354,functional,1.0,0.1,5. Aucune action,P4
3493,Kilimanjaro,Moshi Rural,Kibosho Magharibi,6.0,gravity,enough,0.0048,functional,30.0,0.1,5. Aucune action,P4
33882,Singida,Singida Rural,Siuyu,3.0,india mark ii,insufficient,0.1007,functional,1.0,0.1,5. Aucune action,P4
4671,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0691,functional,1.0,0.1,5. Aucune action,P4
45083,Kilimanjaro,Moshi Rural,Kahe,5.0,submersible,enough,0.002,functional,45.0,0.1,5. Aucune action,P4
33712,Tanga,Lushoto,Vuga,8.0,gravity,enough,0.1236,functional,1.0,0.1,5. Aucune action,P4
59882,Tanga,Lushoto,Tamota,3.0,gravity,enough,0.1148,functional,1.0,0.1,5. Aucune action,P4
65631,Iringa,Iringa Rural,Magulilwa,37.0,gravity,dry,0.1309,functional,1.0,0.1,1. Étude hydrogéologique,P4
5760,Kilimanjaro,Rombo,Keni Mengeni,7.0,gravity,insufficient,0.1176,functional,1.0,0.1,5. Aucune action,P4
69871,Kilimanjaro,Rombo,Mengwe Manda,1.0,gravity,insufficient,0.1048,functional,1.0,0.1,5. Aucune action,P4
53429,Iringa,Iringa Rural,Kihorogota,27.0,gravity,enough,0.1141,functional,1.0,0.1,5. Aucune action,P4
59652,Morogoro,Mvomero,Mvomero,37.0,gravity,insufficient,0.1498,functional,1.0,0.1,5. Aucune action,P4
43852,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0984,functional,1.0,0.1,5. Aucune action,P4
31029,Kilimanjaro,Moshi Rural,Kahe,5.0,submersible,enough,0.0025,functional,35.0,0.1,5. Aucune action,P4
23140,Kilimanjaro,Moshi Rural,Makuyuni,2.0,gravity,enough,0.1212,functional,1.0,0.1,5. Aucune action,P4
7428,Lindi,Lindi Rural,Chiponda,9.0,gravity,enough,0.084,functional,1.0,0.1,5. Aucune action,P4
67918,Arusha,Ngorongoro,Soit Sambu,2.0,gravity,seasonal,0.0776,functional,1.0,0.1,5. Aucune action,P4
54108,Mtwara,Tandahimba,Nanhyanga,31.0,submersible,seasonal,0.0984,functional,1.0,0.1,5. Aucune action,P4
19440,Kilimanjaro,Rombo,Keni Mengeni,7.0,gravity,insufficient,0.1112,functional,1.0,0.1,5. Aucune action,P4
11286,Kilimanjaro,Moshi Rural,Kilema Kusini,5.0,gravity,enough,0.0087,functional,15.0,0.1,5. Aucune action,P4
64801,Lindi,Lindi Rural,Chiponda,2.0,india mark ii,enough,0.0666,functional,1.0,0.1,5. Aucune action,P4
58004,Iringa,Iringa Rural,Ifunda,3.0,gravity,enough,0.0838,functional,1.0,0.1,5. Aucune action,P4
56090,Tanga,Lushoto,Lushoto,17.0,gravity,enough,0.109,functional,1.0,0.1,5. Aucune action,P4
8389,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0617,functional,1.0,0.1,5. Aucune action,P4
47769,Pwani,Kibaha,Visiga,3.0,mono,enough,0.1259,functional,1.0,0.1,5. Aucune action,P4
3193,Iringa,Njombe,Matola,11.0,gravity,enough,0.0329,functional,2.0,0.1,5. Aucune action,P4
908,Singida,Singida Rural,Ihanja,23.0,nira/tanira,insufficient,0.0836,functional,1.0,0.1,5. Aucune action,P4
28176,Ruvuma,Tunduru,Ligunga,2.0,submersible,enough,0.051,functional,1.0,0.1,5. Aucune action,P4
55120,Arusha,Longido,Namanga,10.0,gravity,enough,0.1235,functional,1.0,0.1,5. Aucune action,P4
58015,Morogoro,Mvomero,Mvomero,37.0,gravity,insufficient,0.1498,functional,1.0,0.1,5. Aucune action,P4
65341,Iringa,Iringa Rural,Kihorogota,13.0,gravity,enough,0.0947,functional,1.0,0.1,5. Aucune action,P4
33057,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0706,functional,1.0,0.1,5. Aucune action,P4
68173,Kilimanjaro,Rombo,Keni Mengeni,7.0,gravity,insufficient,0.0881,functional,1.0,0.1,5. Aucune action,P4
39624,Iringa,Njombe,Imalinyi,18.0,gravity,enough,0.0026,functional,53.0,0.1,5. Aucune action,P4
1149,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.1091,functional,1.0,0.1,5. Aucune action,P4
69098,Ruvuma,Tunduru,Ligunga,2.0,submersible,enough,0.0541,functional,1.0,0.1,5. Aucune action,P4
18906,Iringa,Iringa Rural,Malenga Makali,21.0,gravity,dry,0.086,functional,1.0,0.1,1. Étude hydrogéologique,P4
42087,Kilimanjaro,Rombo,Olele,1.0,gravity,insufficient,0.0563,functional,1.0,0.1,5. Aucune action,P4
68263,Singida,Singida Rural,Dung'unyi,23.0,nira/tanira,insufficient,0.0704,functional,1.0,0.1,5. Aucune action,P4
28663,Kilimanjaro,Moshi Rural,Makuyuni,2.0,gravity,enough,0.1355,functional,1.0,0.1,5. Aucune action,P4
38362,Pwani,Mafia,Kiegeani,,submersible,enough,0.0847,functional,1.0,0.1,5. Aucune action,P4
68402,Ruvuma,Tunduru,Mtina,11.0,swn 80,enough,0.1457,functional,1.0,0.1,5. Aucune action,P4
53792,Kilimanjaro,Moshi Rural,Kibosho Magharibi,6.0,gravity,enough,0.0055,functional,20.0,0.1,5. Aucune action,P4
2723,Ruvuma,Tunduru,Marumba,17.0,swn 80,enough,0.1255,functional,1.0,0.1,5. Aucune action,P4
52152,Manyara,Babati,Mamire,3.0,gravity,enough,0.0037,functional,30.0,0.1,5. Aucune action,P4
47864,Pwani,Rufiji,Kibiti,2.0,nira/tanira,enough,0.0869,functional,1.0,0.1,5. Aucune action,P4
57518,Kilimanjaro,Moshi Rural,Kahe,5.0,submersible,enough,0.0015,functional,75.0,0.1,5. Aucune action,P4
34990,Kilimanjaro,Rombo,Mengwe Manda,1.0,gravity,insufficient,0.1086,functional,1.0,0.1,5. Aucune action,P4
23542,Iringa,Iringa Rural,Mseke,,gravity,enough,0.0815,functional,1.0,0.1,5. Aucune action,P4
32749,Tanga,Lushoto,Mbaramo,3.0,gravity,enough,0.0891,functional,1.0,0.1,5. Aucune action,P4
20544,Tanga,Lushoto,Ubiri,30.0,gravity,enough,0.1473,functional,1.0,0.1,5. Aucune action,P4
8612,Tanga,Lushoto,Mbaramo,3.0,gravity,enough,0.1054,functional,1.0,0.1,5. Aucune action,P4
53647,Pwani,Mafia,Kiegeani,,submersible,enough,0.1446,functional,1.0,0.1,5. Aucune action,P4
8986,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.0992,functional,1.0,0.1,5. Aucune action,P4
57769,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.1091,functional,1.0,0.1,5. Aucune action,P4
52355,Ruvuma,Tunduru,Kidodoma,4.0,other - swn 81,enough,0.0629,functional,1.0,0.1,5. Aucune action,P4
37309,Kilimanjaro,Moshi Rural,Mwika Kaskazini,43.0,gravity,insufficient,0.0713,functional,1.0,0.1,5. Aucune action,P4
33707,Iringa,Iringa Rural,Izazi,1.0,gravity,enough,0.1125,functional,1.0,0.1,5. Aucune action,P4
10331,Pwani,Rufiji,Kibiti,5.0,nira/tanira,seasonal,0.1353,functional,1.0,0.1,5. Aucune action,P4
19771,Iringa,Iringa Rural,Idodi,19.0,gravity,enough,0.1091,functional,1.0,0.1,5. Aucune action,P4
20532,Ruvuma,Tunduru,Mtina,19.0,swn 80,enough,0.126,functional,1.0,0.1,5. Aucune action,P4
32080,Morogoro,Mvomero,Mvomero,6.0,submersible,enough,0.1267,functional needs repair,1.0,0.1,5. Aucune action,P4
50935,Kilimanjaro,Moshi Rural,Kahe,5.0,submersible,enough,0.0017,functional,55.0,0.1,5. Aucune action,P4
32323,Pwani,Kibaha,Visiga,22.0,mono,enough,0.1165,functional,1.0,0.1,5. Aucune action,P4
1283,Mtwara,Tandahimba,Tandahimba,7.0,india mark iii,seasonal,0.1383,functional,1.0,0.1,5. Aucune action,P4
22828,Pwani,Rufiji,Mwaseni,1.0,mono,insufficient,0.0894,functional,1.0,0.1,5. Aucune action,P4
38955,Mtwara,Tandahimba,Kitama,7.0,submersible,enough,0.1253,functional,1.0,0.1,5. Aucune action,P4
53737,Tanga,Lushoto,Mbaramo,3.0,gravity,enough,0.0803,functional,1.0,0.1,5. Aucune action,P4
31712,Iringa,Iringa Rural,Mahuninga,22.0,gravity,enough,0.0887,functional,1.0,0.1,5. Aucune action,P4
41872,Singida,Singida Rural,Issuwa,43.0,mono,insufficient,0.0622,functional,1.0,0.1,5. Aucune action,P4
72961,Arusha,Monduli,Makuyuni,3.0,submersible,insufficient,0.0982,functional,1.0,0.1,5. Aucune action,P4
54529,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0571,functional,1.0,0.1,5. Aucune action,P4
46185,Iringa,Ludewa,Nkomang'ombe,16.0,gravity,enough,0.0671,functional,1.0,0.1,5. Aucune action,P4
61489,Iringa,Iringa Rural,Malenga Makali,18.0,gravity,seasonal,0.1479,functional,1.0,0.1,5. Aucune action,P4
37664,Iringa,Iringa Rural,Kihorogota,19.0,gravity,enough,0.0898,functional,1.0,0.1,5. Aucune action,P4
35657,Arusha,Monduli,Makuyuni,3.0,submersible,insufficient,0.0945,functional,1.0,0.1,5. Aucune action,P4
16304,Pwani,Rufiji,Utete,2.0,submersible,enough,0.1331,functional,1.0,0.1,5. Aucune action,P4
15498,Tanga,Lushoto,Ubiri,30.0,gravity,enough,0.1342,functional,1.0,0.1,5. Aucune action,P4
20446,Iringa,Iringa Rural,Kihorogota,24.0,gravity,enough,0.0849,functional,1.0,0.1,5. Aucune action,P4
5951,Morogoro,Mvomero,Mvomero,1.0,submersible,enough,0.1278,functional,1.0,0.1,5. Aucune action,P4
10426,Tanga,Lushoto,Funta,36.0,gravity,enough,0.0605,functional,1.0,0.1,5. Aucune action,P4
359,Iringa,Iringa Rural,Kihorogota,20.0,gravity,dry,0.1171,functional,1.0,0.1,1. Étude hydrogéologique,P4
67935,Iringa,Iringa Rural,Nduli,24.0,gravity,enough,0.0758,functional,1.0,0.1,5. Aucune action,P4
44245,Kilimanjaro,Rombo,Keni Mengeni,7.0,gravity,insufficient,0.1379,functional,1.0,0.1,5. Aucune action,P4
21251,Ruvuma,Tunduru,Ligunga,2.0,submersible,enough,0.0541,functional,1.0,0.1,5. Aucune action,P4
15388,Dodoma,Kongwa,Mlali,,gravity,dry,0.1237,functional,1.0,0.1,1. Étude hydrogéologique,P4
59224,Iringa,Iringa Rural,Nzihi,24.0,gravity,enough,0.1107,functional,1.0,0.1,5. Aucune action,P4
49989,Iringa,Iringa Rural,Mseke,27.0,gravity,enough,0.074,functional,1.0,0.1,5. Aucune action,P4
1724,Iringa,Iringa Rural,Mahuninga,22.0,gravity,enough,0.0714,functional,1.0,0.1,5. Aucune action,P4
71065,Singida,Singida Rural,Ilongero,13.0,submersible,insufficient,0.0735,functional,1.0,0.1,5. Aucune action,P4
23744,Iringa,Iringa Rural,Kihorogota,20.0,gravity,enough,0.1125,functional,1.0,0.1,5. Aucune action,P4
60682,Iringa,Iringa Rural,Nzihi,24.0,gravity,enough,0.1145,functional,1.0,0.1,5. Aucune action,P4
45461,Iringa,Iringa Rural,Kihorogota,21.0,gravity,seasonal,0.1138,functional,1.0,0.1,5. Aucune action,P4
61372,Kilimanjaro,Siha,Siha Mashariki,14.0,gravity,enough,0.1066,functional,1.0,0.1,5. Aucune action,P4
33337,Iringa,Ludewa,Luana,20.0,gravity,enough,0.1434,functional,1.0,0.1,5. Aucune action,P4
71159,Singida,Singida Rural,Maghojea,13.0,submersible,dry,0.1023,functional needs repair,1.0,0.1,1. Étude hydrogéologique,P4
56965,Arusha,Arusha Rural,Kiranyi,13.0,submersible,enough,0.1325,functional,1.0,0.1,5. Aucune action,P4
44608,Ruvuma,Tunduru,Marumba,17.0,swn 80,enough,0.135,functional,1.0,0.1,5. Aucune action,P4
1111,Pwani,Kibaha,Visiga,22.0,mono,enough,0.116,functional,1.0,0.1,5. Aucune action,P4
62751,Singida,Singida Rural,Maghojea,13.0,submersible,dry,0.1046,functional needs repair,1.0,0.1,1. Étude hydrogéologique,P4
23191,Tanga,Mkinga,Moa,2.0,submersible,insufficient,0.1495,functional,1.0,0.1,5. Aucune action,P4
8315,Mtwara,Tandahimba,Mdimba Mnyoma,31.0,submersible,seasonal,0.1136,functional,1.0,0.1,5. Aucune action,P4
1639,Kilimanjaro,Siha,Siha Mashariki,11.0,other,enough,0.0955,functional,1.0,0.1,5. Aucune action,P4
25363,Kilimanjaro,Moshi Rural,Kibosho Magharibi,6.0,gravity,enough,0.0053,functional,25.0,0.1,5. Aucune action,P4
64822,Iringa,Iringa Rural,Ifunda,7.0,gravity,enough,0.054,functional,1.0,0.1,5. Aucune action,P4
44528,Ruvuma,Tunduru,Mtina,19.0,swn 80,enough,0.1146,functional,1.0,0.1,5. Aucune action,P4
9931,Iringa,Iringa Rural,Magulilwa,37.0,gravity,dry,0.1264,functional,1.0,0.1,1. Étude hydrogéologique,P4
29633,Kilimanjaro,Moshi Rural,Mwika Kusini,3.0,gravity,seasonal,0.1161,functional,1.0,0.1,5. Aucune action,P4
4312,Iringa,Iringa Rural,Kihorogota,19.0,gravity,enough,0.0898,functional,1.0,0.1,5. Aucune action,P4
59315,Morogoro,Mvomero,Mvomero,15.0,swn 80,insufficient,0.0711,functional,1.0,0.1,5. Aucune action,P4
6098,Pwani,Bagamoyo,Yombo,22.0,mono,enough,0.0734,functional,1.0,0.1,5. Aucune action,P4
48072,Iringa,Iringa Rural,Mseke,29.0,gravity,dry,0.0971,functional,1.0,0.1,1. Étude hydrogéologique,P4
67407,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0582,functional,1.0,0.1,5. Aucune action,P4
73907,Pwani,Rufiji,Kibiti,2.0,afridev,enough,0.1265,functional,1.0,0.1,5. Aucune action,P4
11324,Tanga,Lushoto,Malindi,26.0,gravity,enough,0.0876,functional,1.0,0.1,5. Aucune action,P4
45885,Dar es Salaam,Ilala,Chanika,3.0,submersible,enough,0.0016,functional,90.0,0.1,5. Aucune action,P4
56563,Singida,Singida Rural,Ilongero,13.0,submersible,insufficient,0.0787,functional,1.0,0.1,5. Aucune action,P4
2102,Tanga,Lushoto,Ubiri,30.0,gravity,enough,0.1483,functional,1.0,0.1,5. Aucune action,P4
61106,Iringa,Ludewa,Nkomang'ombe,16.0,gravity,dry,0.0771,functional,1.0,0.1,1. Étude hydrogéologique,P4
67404,Kilimanjaro,Moshi Rural,Mwika Kusini,20.0,gravity,insufficient,0.1333,functional,1.0,0.1,5. Aucune action,P4
43965,Ruvuma,Tunduru,Nandembo,21.0,gravity,enough,0.0683,functional,1.0,0.1,5. Aucune action,P4
21102,Kilimanjaro,Moshi Rural,Kibosho Magharibi,6.0,gravity,enough,0.0065,functional,20.0,0.1,5. Aucune action,P4
24329,Kilimanjaro,Moshi Urban,Njoro,5.0,gravity,insufficient,0.1481,functional,1.0,0.1,5. Aucune action,P4
23626,Iringa,Iringa Rural,Mseke,27.0,gravity,enough,0.1196,functional,1.0,0.1,5. Aucune action,P4
60521,Tanga,Mkinga,Moa,1.0,submersible,enough,0.0849,functional,1.0,0.1,5. Aucune action,P4
32584,Tanga,Lushoto,Funta,36.0,gravity,enough,0.0654,functional,1.0,0.1,5. Aucune action,P4
27265,Kilimanjaro,Moshi Rural,Kibosho Magharibi,6.0,gravity,enough,0.0059,functional,25.0,0.1,5. Aucune action,P4
